,trade,best_bid,best_offer,trader_name,total_profit,traders_number,avg_profit,run_n,k,F
312,300.0,126.0,184.0, PRDE,25425.0,60.0,423.75,9,32,0.2
254,300.0,157.0,172.0, PRDE,16617.0,60.0,276.95,9,32,0.4
619,300.0,141.0,177.0, PRDE,21551.0,60.0,359.183333,9,32,0.6
424,300.0,156.0,167.0, PRDE,23944.0,60.0,399.066667,9,32,0.8
642,300.0,147.0,178.0, PRDE,20145.0,60.0,335.75,9,32,1.1
81,300.0,160.0,180.0, PRDE,18739.0,60.0,312.316667,9,32,1.3
648,300.0,148.0,185.0, PRDE,18547.0,60.0,309.116667,9,32,1.5
409,300.0,129.0,198.0, PRDE,24410.0,60.0,406.833333,9,32,1.7
351,300.0,159.0,166.0, PRDE,23847.0,60.0,397.45,9,32,2.0
22,300.0,167.0,178.0, PRDE,19735.0,60.0,328.916667,9,64,0.0
808,300.0,153.0,191.0, PRDE,25268.0,60.0,421.133333,9,64,0.2
119,300.0,140.0,172.0, PRDE,19860.0,60.0,331.0,9,64,0.4
134,300.0,169.0,172.0, PRDE,17381.0,60.0,289.683333,9,64,0.6
206,300.0,133.0,175.0, PRDE,23147.0,60.0,385.783333,9,64,0.8
291,300.0,164.0,167.0, PRDE,16306.0,60.0,271.766667,9,64,1.1
509,300.0,146.0,164.0, PRDE,24660.0,60.0,411.0,9,64,1.3
694,300.0,131.0,158.0, PRDE,18256.0,60.0,304.266667,9,64,1.5
523,300.0,165.0,181.0, PRDE,26005.0,60.0,433.416667,9,64,1.7
829,300.0,129.0,141.0, PRDE,26514.0,60.0,441.9,9,64,2.0
213,300.0,168.0,177.0, PRDE,15577.0,60.0,259.616667,9,128,0.0
510,300.0,170.0,175.0, PRDE,17274.0,60.0,287.9,9,128,0.2
791,300.0,164.0,177.0, PRDE,17116.0,60.0,285.266667,9,128,0.4
571,300.0,150.0,177.0, PRDE,16638.0,60.0,277.3,9,128,0.6
730,300.0,172.0,199.0, PRDE,19418.0,60.0,323.633333,9,128,0.8
565,300.0,147.0,191.0, PRDE,23558.0,60.0,392.633333,9,128,1.1
159,300.0,156.0,171.0, PRDE,16155.0,60.0,269.25,9,128,1.3
279,300.0,149.0,165.0, PRDE,19681.0,60.0,328.016667,9,128,1.5
368,300.0,156.0,162.0, PRDE,19032.0,60.0,317.2,9,128,1.7
67,300.0,173.0,176.0, PRDE,20059.0,60.0,334.316667,9,128,2.0
448,300.0,155.0,163.0, PRDE,25418.0,60.0,423.633333,9,256,0.0
42,300.0,159.0,199.0, PRDE,19916.0,60.0,331.933333,9,256,0.2
750,300.0,141.0,189.0, PRDE,22021.0,60.0,367.016667,9,256,0.4
588,300.0,127.0,161.0, PRDE,21980.0,60.0,366.333333,9,256,0.6
790,300.0,142.0,169.0, PRDE,20422.0,60.0,340.366667,9,256,0.8
40,300.0,162.0,163.0, PRDE,19836.0,60.0,330.6,9,256,1.1
329,300.0,140.0,155.0, PRDE,18899.0,60.0,314.983333,9,256,1.3
263,300.0,148.0,188.0, PRDE,19823.0,60.0,330.383333,9,256,1.5
323,300.0,151.0,198.0, PRDE,21290.0,60.0,354.833333,9,256,1.7
732,300.0,136.0,170.0, PRDE,21040.0,60.0,350.666667,9,256,2.0
537,300.0,138.0,165.0, PRDE,17861.0,60.0,297.683333,9,512,0.0
2,300.0,156.0,205.0, PRDE,18466.0,60.0,307.766667,9,512,0.2
158,300.0,150.0,167.0, PRDE,21950.0,60.0,365.833333,9,512,0.4
56,300.0,147.0,164.0, PRDE,13940.0,60.0,232.333333,9,512,0.6
353,300.0,158.0,197.0, PRDE,20946.0,60.0,349.1,9,512,0.8
439,300.0,150.0,181.0, PRDE,22998.0,60.0,383.3,9,512,1.1
309,300.0,150.0,153.0, PRDE,22706.0,60.0,378.433333,9,512,1.3
833,300.0,147.0,158.0, PRDE,25172.0,60.0,419.533333,9,512,1.5
292,300.0,158.0,186.0, PRDE,17802.0,60.0,296.7,9,512,1.7
23,300.0,146.0,193.0, PRDE,21338.0,60.0,355.633333,9,512,2.0
685,300.0,143.0,182.0, PRDE,19561.0,60.0,326.016667,9,1024,0.0
643,300.0,127.0,165.0, PRDE,22741.0,60.0,379.016667,9,1024,0.2
600,300.0,128.0,153.0, PRDE,22491.0,60.0,374.85,9,1024,0.4
184,300.0,153.0,193.0, PRDE,22301.0,60.0,371.683333,9,1024,0.6
589,300.0,144.0,202.0, PRDE,23790.0,60.0,396.5,9,1024,0.8
469,300.0,185.0,195.0, PRDE,19196.0,60.0,319.933333,9,1024,1.1
749,300.0,141.0,165.0, PRDE,17810.0,60.0,296.833333,9,1024,1.3
480,300.0,151.0,167.0, PRDE,20822.0,60.0,347.033333,9,1024,1.5
408,300.0,166.0,189.0, PRDE,20922.0,60.0,348.7,9,1024,1.7
722,300.0,160.0,190.0, PRDE,18845.0,60.0,314.083333,9,1024,2.0
